"GEO_ID","NAME","B19013_001E","B19013_001M",
"1400000US04013108902","Census Tract 1089.02; Maricopa County; Arizona","54429","4807",
"1400000US04013109001","Census Tract 1090.01; Maricopa County; Arizona","45662","14691",
"1400000US04013109002","Census Tract 1090.02; Maricopa County; Arizona","45288","11920",
"1400000US04013109003","Census Tract 1090.03; Maricopa County; Arizona","43228","9034",
"1400000US04013109101","Census Tract 1091.01; Maricopa County; Arizona","53781","14931",
"1400000US04013109102","Census Tract 1091.02; Maricopa County; Arizona","63322","19739",
"1400000US04013109200","Census Tract 1092; Maricopa County; Arizona","42045","5906",
"1400000US04013109300","Census Tract 1093; Maricopa County; Arizona","78276","7870",
"1400000US04013109401","Census Tract 1094.01; Maricopa County; Arizona","38190","7002",
"1400000US04013109402","Census Tract 1094.02; Maricopa County; Arizona","62044","20245",
"1400000US04013109500","Census Tract 1095; Maricopa County; Arizona","78182","23473",
"1400000US04013109601","Census Tract 1096.01; Maricopa County; Arizona","47621","5901",
"1400000US04013109602","Census Tract 1096.02; Maricopa County; Arizona","58079","13507",
"1400000US04013109603","Census Tract 1096.03; Maricopa County; Arizona","74615","10449",
"1400000US04013109604","Census Tract 1096.04; Maricopa County; Arizona","69766","18677",
"1400000US04013109702","Census Tract 1097.02; Maricopa County; Arizona","59067","10123",
"1400000US04013109703","Census Tract 1097.03; Maricopa County; Arizona","52042","5145",
"1400000US04013109704","Census Tract 1097.04; Maricopa County; Arizona","47381","10370",
"1400000US04013109705","Census Tract 1097.05; Maricopa County; Arizona","78618","10663",
"1400000US04013109706","Census Tract 1097.06; Maricopa County; Arizona","53404","19876",
"1400000US04013109707","Census Tract 1097.07; Maricopa County; Arizona","41687","3138",
"1400000US04013109801","Census Tract 1098.01; Maricopa County; Arizona","45938","19597",
"1400000US04013109802","Census Tract 1098.02; Maricopa County; Arizona","73447","13177",
"1400000US04013109900","Census Tract 1099; Maricopa County; Arizona","61016","17851",
"1400000US04013110001","Census Tract 1100.01; Maricopa County; Arizona","76426","13901",
"1400000US04013110002","Census Tract 1100.02; Maricopa County; Arizona","62385","24510",
"1400000US04013110100","Census Tract 1101; Maricopa County; Arizona","53750","4959",
"1400000US04013110400","Census Tract 1104; Maricopa County; Arizona","56723","19002",
"1400000US04013110501","Census Tract 1105.01; Maricopa County; Arizona","51977","4779",
"1400000US04013110502","Census Tract 1105.02; Maricopa County; Arizona","67303","15335",
"1400000US04013110600","Census Tract 1106; Maricopa County; Arizona","66228","11344",
"1400000US04013110701","Census Tract 1107.01; Maricopa County; Arizona","59111","3886",
"1400000US04013110702","Census Tract 1107.02; Maricopa County; Arizona","63611","17130",
"1400000US04013110801","Census Tract 1108.01; Maricopa County; Arizona","61339","14015",
"1400000US04013110802","Census Tract 1108.02; Maricopa County; Arizona","71827","21686",
"1400000US04013110901","Census Tract 1109.01; Maricopa County; Arizona","53794","11069",
"1400000US04013110902","Census Tract 1109.02; Maricopa County; Arizona","74864","4509",
"1400000US04013111000","Census Tract 1110; Maricopa County; Arizona","100575","23773",
"1400000US04013111100","Census Tract 1111; Maricopa County; Arizona","113217","25592",
"1400000US04013111201","Census Tract 1112.01; Maricopa County; Arizona","50215","6462",
"1400000US04013111202","Census Tract 1112.02; Maricopa County; Arizona","67744","8111",
"1400000US04013111203","Census Tract 1112.03; Maricopa County; Arizona","50532","9016",
"1400000US04013111204","Census Tract 1112.04; Maricopa County; Arizona","81553","8550",
"1400000US04013111300","Census Tract 1113; Maricopa County; Arizona","70976","7896",
"1400000US04013111401","Census Tract 1114.01; Maricopa County; Arizona","69970","9432",
"1400000US04013111402","Census Tract 1114.02; Maricopa County; Arizona","47619","27020",
"1400000US04013111501","Census Tract 1115.01; Maricopa County; Arizona","40682","23917",
"1400000US04013111502","Census Tract 1115.02; Maricopa County; Arizona","52227","7195",
"1400000US04013111601","Census Tract 1116.01; Maricopa County; Arizona","65600","9281",
"1400000US04013111602","Census Tract 1116.02; Maricopa County; Arizona","54125","8653",
"1400000US04013111700","Census Tract 1117; Maricopa County; Arizona","88542","11410",
"1400000US04013111800","Census Tract 1118; Maricopa County; Arizona","89224","18567",
"1400000US04013111900","Census Tract 1119; Maricopa County; Arizona","122155","30773",
"1400000US04013112100","Census Tract 1121; Maricopa County; Arizona","54792","14724",
"1400000US04013112201","Census Tract 1122.01; Maricopa County; Arizona","55677","11378",
"1400000US04013112202","Census Tract 1122.02; Maricopa County; Arizona","32303","10989",
"1400000US04013112301","Census Tract 1123.01; Maricopa County; Arizona","46167","22063",
"1400000US04013112302","Census Tract 1123.02; Maricopa County; Arizona","52500","9055",
"1400000US04013112401","Census Tract 1124.01; Maricopa County; Arizona","53384","3084",
"1400000US04013112402","Census Tract 1124.02; Maricopa County; Arizona","77500","11779",
"1400000US04013112502","Census Tract 1125.02; Maricopa County; Arizona","69413","12492",
"1400000US04013112504","Census Tract 1125.04; Maricopa County; Arizona","57869","16584",
"1400000US04013112507","Census Tract 1125.07; Maricopa County; Arizona","39929","9602",
"1400000US04013112508","Census Tract 1125.08; Maricopa County; Arizona","61778","16989",
"1400000US04013112510","Census Tract 1125.10; Maricopa County; Arizona","89073","12061",
"1400000US04013112512","Census Tract 1125.12; Maricopa County; Arizona","55750","37852",
"1400000US04013112514","Census Tract 1125.14; Maricopa County; Arizona","86343","8703",
"1400000US04013112515","Census Tract 1125.15; Maricopa County; Arizona","64223","19352",
"1400000US04013112516","Census Tract 1125.16; Maricopa County; Arizona","59968","10562",
"1400000US04013112517","Census Tract 1125.17; Maricopa County; Arizona","86146","17250",
"1400000US04013112518","Census Tract 1125.18; Maricopa County; Arizona","106157","14317",
"1400000US04013112519","Census Tract 1125.19; Maricopa County; Arizona","45135","6067",
"1400000US04013112520","Census Tract 1125.20; Maricopa County; Arizona","75697","24087",
"1400000US04013112521","Census Tract 1125.21; Maricopa County; Arizona","37660","12532",
"1400000US04013112522","Census Tract 1125.22; Maricopa County; Arizona","60967","13667",
"1400000US04013112523","Census Tract 1125.23; Maricopa County; Arizona","53808","15889",
"1400000US04013112524","Census Tract 1125.24; Maricopa County; Arizona","43907","8962",
"1400000US04013112601","Census Tract 1126.01; Maricopa County; Arizona","29353","7478",
"1400000US04013112602","Census Tract 1126.02; Maricopa County; Arizona","43482","13137",
"1400000US04013112700","Census Tract 1127; Maricopa County; Arizona","51463","2762",
"1400000US04013112900","Census Tract 1129; Maricopa County; Arizona","52045","16817",
"1400000US04013113000","Census Tract 1130; Maricopa County; Arizona","67727","23308",
"1400000US04013113100","Census Tract 1131; Maricopa County; Arizona","33438","15914",
"1400000US04013113201","Census Tract 1132.01; Maricopa County; Arizona","58714","17614",
"1400000US04013113202","Census Tract 1132.02; Maricopa County; Arizona","45580","12635",
"1400000US04013113204","Census Tract 1132.04; Maricopa County; Arizona","50893","18489",
"1400000US04013113301","Census Tract 1133.01; Maricopa County; Arizona","23908","5827",
"1400000US04013113502","Census Tract 1135.02; Maricopa County; Arizona","46100","3221",
"1400000US04013113503","Census Tract 1135.03; Maricopa County; Arizona","54741","9151",
"1400000US04013113601","Census Tract 1136.01; Maricopa County; Arizona","52813","16935",
"1400000US04013113602","Census Tract 1136.02; Maricopa County; Arizona","40190","24944",
"1400000US04013113701","Census Tract 1137.01; Maricopa County; Arizona","48026","9111",
"1400000US04013113702","Census Tract 1137.02; Maricopa County; Arizona","68611","25828",
"1400000US04013113800","Census Tract 1138; Maricopa County; Arizona","69435","13081",
"1400000US04013113900","Census Tract 1139; Maricopa County; Arizona","22143","7889",
"1400000US04013114000","Census Tract 1140; Maricopa County; Arizona","37708","18629",
"1400000US04013114100","Census Tract 1141; Maricopa County; Arizona","70663","40079",
"1400000US04013114200","Census Tract 1142; Maricopa County; Arizona","28807","19032",
"1400000US04013114301","Census Tract 1143.01; Maricopa County; Arizona","34514","29938",
"1400000US04013114302","Census Tract 1143.02; Maricopa County; Arizona","30194","3171",
"1400000US04013114401","Census Tract 1144.01; Maricopa County; Arizona","43824","9646",
"1400000US04013114402","Census Tract 1144.02; Maricopa County; Arizona","54881","12475",
"1400000US04013114500","Census Tract 1145; Maricopa County; Arizona","43701","10306",
"1400000US04013114600","Census Tract 1146; Maricopa County; Arizona","37009","16895",
"1400000US04013114704","Census Tract 1147.04; Maricopa County; Arizona","27450","8224",
"1400000US04013114705","Census Tract 1147.05; Maricopa County; Arizona","-","**",
"1400000US04013114800","Census Tract 1148; Maricopa County; Arizona","53563","22930",
"1400000US04013114900","Census Tract 1149; Maricopa County; Arizona","33875","19850",
"1400000US04013115200","Census Tract 1152; Maricopa County; Arizona","63151","7818",
"1400000US04013115300","Census Tract 1153; Maricopa County; Arizona","35153","11309",
"1400000US04013115400","Census Tract 1154; Maricopa County; Arizona","47222","9758",
"1400000US04013115500","Census Tract 1155; Maricopa County; Arizona","43059","8084",
"1400000US04013115600","Census Tract 1156; Maricopa County; Arizona","57824","13311",
"1400000US04013115700","Census Tract 1157; Maricopa County; Arizona","75864","9674",
"1400000US04013115801","Census Tract 1158.01; Maricopa County; Arizona","40071","7939",
"1400000US04013115802","Census Tract 1158.02; Maricopa County; Arizona","67717","32842",
"1400000US04013115900","Census Tract 1159; Maricopa County; Arizona","58213","4711",
"1400000US04013116000","Census Tract 1160; Maricopa County; Arizona","58482","6009",
"1400000US04013116100","Census Tract 1161; Maricopa County; Arizona","44718","11711",
"1400000US04013116202","Census Tract 1162.02; Maricopa County; Arizona","85026","13122",
"1400000US04013116203","Census Tract 1162.03; Maricopa County; Arizona","76611","21495",
"1400000US04013116204","Census Tract 1162.04; Maricopa County; Arizona","57963","13421",
"1400000US04013116205","Census Tract 1162.05; Maricopa County; Arizona","57769","5962",
"1400000US04013116300","Census Tract 1163; Maricopa County; Arizona","61087","16391",
"1400000US04013116400","Census Tract 1164; Maricopa County; Arizona","78150","11682",
"1400000US04013116500","Census Tract 1165; Maricopa County; Arizona","56833","30392",
"1400000US04013116605","Census Tract 1166.05; Maricopa County; Arizona","96071","13039",
"1400000US04013116606","Census Tract 1166.06; Maricopa County; Arizona","66410","15422",
"1400000US04013116607","Census Tract 1166.07; Maricopa County; Arizona","87202","15931",
"1400000US04013116610","Census Tract 1166.10; Maricopa County; Arizona","111040","10881",
"1400000US04013116611","Census Tract 1166.11; Maricopa County; Arizona","118158","35768",
"1400000US04013116612","Census Tract 1166.12; Maricopa County; Arizona","99116","15951",
"1400000US04013116614","Census Tract 1166.14; Maricopa County; Arizona","57004","11912",
"1400000US04013116615","Census Tract 1166.15; Maricopa County; Arizona","46667","7748",
"1400000US04013116616","Census Tract 1166.16; Maricopa County; Arizona","92450","33522",
"1400000US04013116617","Census Tract 1166.17; Maricopa County; Arizona","71310","49418",
"1400000US04013116618","Census Tract 1166.18; Maricopa County; Arizona","95792","11721",
"1400000US04013116619","Census Tract 1166.19; Maricopa County; Arizona","117379","13265",
"1400000US04013116620","Census Tract 1166.20; Maricopa County; Arizona","87219","13075",
"1400000US04013116621","Census Tract 1166.21; Maricopa County; Arizona","116279","26562",
"1400000US04013116703","Census Tract 1167.03; Maricopa County; Arizona","109464","16701",
"1400000US04013116707","Census Tract 1167.07; Maricopa County; Arizona","104358","4706",
"1400000US04013116708","Census Tract 1167.08; Maricopa County; Arizona","86763","14312",
"1400000US04013116709","Census Tract 1167.09; Maricopa County; Arizona","63328","14039",
"1400000US04013116710","Census Tract 1167.10; Maricopa County; Arizona","121875","36036",
"1400000US04013116711","Census Tract 1167.11; Maricopa County; Arizona","81375","24344",
"1400000US04013116712","Census Tract 1167.12; Maricopa County; Arizona","78406","8278",
"1400000US04013116713","Census Tract 1167.13; Maricopa County; Arizona","128897","26720",
"1400000US04013116714","Census Tract 1167.14; Maricopa County; Arizona","105735","28155",
"1400000US04013116715","Census Tract 1167.15; Maricopa County; Arizona","104107","19161",
"1400000US04013116717","Census Tract 1167.17; Maricopa County; Arizona","59920","8356",
"1400000US04013116718","Census Tract 1167.18; Maricopa County; Arizona","71731","6926",
"1400000US04013116719","Census Tract 1167.19; Maricopa County; Arizona","114850","11992",
"1400000US04013116720","Census Tract 1167.20; Maricopa County; Arizona","90400","9482",
"1400000US04013116721","Census Tract 1167.21; Maricopa County; Arizona","108333","23608",
"1400000US04013116725","Census Tract 1167.25; Maricopa County; Arizona","109643","26343",
"1400000US04013116727","Census Tract 1167.27; Maricopa County; Arizona","149676","29430",
"1400000US04013116728","Census Tract 1167.28; Maricopa County; Arizona","182839","25092",
"1400000US04013116729","Census Tract 1167.29; Maricopa County; Arizona","158553","24591",
"1400000US04013116730","Census Tract 1167.30; Maricopa County; Arizona","136250","15145",
"1400000US04013116731","Census Tract 1167.31; Maricopa County; Arizona","153808","9617",
"1400000US04013116732","Census Tract 1167.32; Maricopa County; Arizona","73750","22560",
"1400000US04013116733","Census Tract 1167.33; Maricopa County; Arizona","-","**",
"1400000US04013116734","Census Tract 1167.34; Maricopa County; Arizona","99150","29369",
"1400000US04013116735","Census Tract 1167.35; Maricopa County; Arizona","53443","14607",
"1400000US04013116736","Census Tract 1167.36; Maricopa County; Arizona","50139","23953",
"1400000US04013116737","Census Tract 1167.37; Maricopa County; Arizona","118929","26754",
"1400000US04013116738","Census Tract 1167.38; Maricopa County; Arizona","95345","25759",
"1400000US04013116800","Census Tract 1168; Maricopa County; Arizona","50744","15678",
"1400000US04013116900","Census Tract 1169; Maricopa County; Arizona","48456","13758",
"1400000US04013117000","Census Tract 1170; Maricopa County; Arizona","38849","15106",
"1400000US04013117100","Census Tract 1171; Maricopa County; Arizona","73533","10501",
"1400000US04013117200","Census Tract 1172; Maricopa County; Arizona","48654","14213",
"1400000US04013117300","Census Tract 1173; Maricopa County; Arizona","26250","13476",
"1400000US04013216806","Census Tract 2168.06; Maricopa County; Arizona","103226","30256",
"1400000US04013216807","Census Tract 2168.07; Maricopa County; Arizona","162520","44664",
"1400000US04013216809","Census Tract 2168.09; Maricopa County; Arizona","155833","36519",
"1400000US04013216810","Census Tract 2168.10; Maricopa County; Arizona","69922","15164",
"1400000US04013216813","Census Tract 2168.13; Maricopa County; Arizona","109917","34990",
"1400000US04013216816","Census Tract 2168.16; Maricopa County; Arizona","140582","12657",
"1400000US04013216819","Census Tract 2168.19; Maricopa County; Arizona","111647","6137",
"1400000US04013216820","Census Tract 2168.20; Maricopa County; Arizona","82255","27195",
"1400000US04013216821","Census Tract 2168.21; Maricopa County; Arizona","115050","23712",
"1400000US04013216822","Census Tract 2168.22; Maricopa County; Arizona","150821","4615",
"1400000US04013216826","Census Tract 2168.26; Maricopa County; Arizona","88914","11496",
"1400000US04013216829","Census Tract 2168.29; Maricopa County; Arizona","171964","37004",
"1400000US04013216830","Census Tract 2168.30; Maricopa County; Arizona","57134","11119",
"1400000US04013216831","Census Tract 2168.31; Maricopa County; Arizona","119813","28951",
"1400000US04013216832","Census Tract 2168.32; Maricopa County; Arizona","93891","13879",
"1400000US04013216833","Census Tract 2168.33; Maricopa County; Arizona","82072","25786",
"1400000US04013216834","Census Tract 2168.34; Maricopa County; Arizona","117961","57253",
"1400000US04013216835","Census Tract 2168.35; Maricopa County; Arizona","88977","11357",
"1400000US04013216836","Census Tract 2168.36; Maricopa County; Arizona","116378","5128",
"1400000US04013216837","Census Tract 2168.37; Maricopa County; Arizona","74116","14187",
"1400000US04013216838","Census Tract 2168.38; Maricopa County; Arizona","150583","21526",
"1400000US04013216839","Census Tract 2168.39; Maricopa County; Arizona","148214","22741",
"1400000US04013216840","Census Tract 2168.40; Maricopa County; Arizona","127837","33223",
"1400000US04013216841","Census Tract 2168.41; Maricopa County; Arizona","121170","17004",
"1400000US04013216842","Census Tract 2168.42; Maricopa County; Arizona","166111","31990",
"1400000US04013216843","Census Tract 2168.43; Maricopa County; Arizona","143950","28870",
"1400000US04013216844","Census Tract 2168.44; Maricopa County; Arizona","99414","18695",
"1400000US04013216845","Census Tract 2168.45; Maricopa County; Arizona","79364","11120",
"1400000US04013216849","Census Tract 2168.49; Maricopa County; Arizona","208281","34027",
"1400000US04013216850","Census Tract 2168.50; Maricopa County; Arizona","85227","17662",
"1400000US04013216851","Census Tract 2168.51; Maricopa County; Arizona","197692","30283",
"1400000US04013216852","Census Tract 2168.52; Maricopa County; Arizona","75694","12661",
"1400000US04013216853","Census Tract 2168.53; Maricopa County; Arizona","94868","20876",
"1400000US04013216854","Census Tract 2168.54; Maricopa County; Arizona","197995","41847",
"1400000US04013216855","Census Tract 2168.55; Maricopa County; Arizona","168906","35873",
"1400000US04013216856","Census Tract 2168.56; Maricopa County; Arizona","113013","29840",
"1400000US04013216857","Census Tract 2168.57; Maricopa County; Arizona","82306","9068",
"1400000US04013216858","Census Tract 2168.58; Maricopa County; Arizona","-","**",
"1400000US04013216859","Census Tract 2168.59; Maricopa County; Arizona","185000","61019",
"1400000US04013216860","Census Tract 2168.60; Maricopa County; Arizona","69750","27359",
"1400000US04013216861","Census Tract 2168.61; Maricopa County; Arizona","142368","51505",
"1400000US04013216901","Census Tract 2169.01; Maricopa County; Arizona","94020","10808",
"1400000US04013216902","Census Tract 2169.02; Maricopa County; Arizona","108342","14020",
"1400000US04013217001","Census Tract 2170.01; Maricopa County; Arizona","87589","27406",
"1400000US04013217002","Census Tract 2170.02; Maricopa County; Arizona","86767","12274",
"1400000US04013217101","Census Tract 2171.01; Maricopa County; Arizona","83106","21645",
"1400000US04013217102","Census Tract 2171.02; Maricopa County; Arizona","120408","27579",
"1400000US04013217201","Census Tract 2172.01; Maricopa County; Arizona","93674","8387",
"1400000US04013217203","Census Tract 2172.03; Maricopa County; Arizona","72898","15566",
"1400000US04013217204","Census Tract 2172.04; Maricopa County; Arizona","59281","7461",
"1400000US04013217300","Census Tract 2173; Maricopa County; Arizona","125417","35845",
"1400000US04013217400","Census Tract 2174; Maricopa County; Arizona","77671","11348",
"1400000US04013217501","Census Tract 2175.01; Maricopa County; Arizona","48898","12004",
"1400000US04013217502","Census Tract 2175.02; Maricopa County; Arizona","85235","12566",
"1400000US04013217600","Census Tract 2176; Maricopa County; Arizona","80930","14113",
"1400000US04013217700","Census Tract 2177; Maricopa County; Arizona","95811","19397",
"1400000US04013217800","Census Tract 2178; Maricopa County; Arizona","77167","18709",
"1400000US04013217900","Census Tract 2179; Maricopa County; Arizona","109338","31099",
"1400000US04013218000","Census Tract 2180; Maricopa County; Arizona","100906","23752",
"1400000US04013218100","Census Tract 2181; Maricopa County; Arizona","96250","38926",
"1400000US04013218200","Census Tract 2182; Maricopa County; Arizona","111563","11782",
"1400000US04013218300","Census Tract 2183; Maricopa County; Arizona","67511","19944",
"1400000US04013318400","Census Tract 3184; Maricopa County; Arizona","68844","14831",
"1400000US04013318501","Census Tract 3185.01; Maricopa County; Arizona","68482","18310",
"1400000US04013318700","Census Tract 3187; Maricopa County; Arizona","61375","21313",
"1400000US04013318800","Census Tract 3188; Maricopa County; Arizona","51810","8612",
"1400000US04013318900","Census Tract 3189; Maricopa County; Arizona","59075","13955",
"1400000US04013319001","Census Tract 3190.01; Maricopa County; Arizona","-","**",
"1400000US04013319002","Census Tract 3190.02; Maricopa County; Arizona","64318","16978",
"1400000US04013319101","Census Tract 3191.01; Maricopa County; Arizona","23646","5423",
"1400000US04013319103","Census Tract 3191.03; Maricopa County; Arizona","54260","8862",
"1400000US04013319104","Census Tract 3191.04; Maricopa County; Arizona","59555","11991",
"1400000US04013319201","Census Tract 3192.01; Maricopa County; Arizona","46497","9358",
"1400000US04013319202","Census Tract 3192.02; Maricopa County; Arizona","41597","6642",
"1400000US04013319300","Census Tract 3193; Maricopa County; Arizona","47841","12254",
"1400000US04013319401","Census Tract 3194.01; Maricopa County; Arizona","69313","26589",
"1400000US04013319402","Census Tract 3194.02; Maricopa County; Arizona","85890","4707",
"1400000US04013319403","Census Tract 3194.03; Maricopa County; Arizona","83309","13857",
"1400000US04013319404","Census Tract 3194.04; Maricopa County; Arizona","92885","16338",
"1400000US04013319500","Census Tract 3195; Maricopa County; Arizona","95253","18927",
"1400000US04013319600","Census Tract 3196; Maricopa County; Arizona","76670","14992",
"1400000US04013319705","Census Tract 3197.05; Maricopa County; Arizona","71618","25706",
"1400000US04013319706","Census Tract 3197.06; Maricopa County; Arizona","67095","10439",
"1400000US04013319707","Census Tract 3197.07; Maricopa County; Arizona","-","**",
"1400000US04013319708","Census Tract 3197.08; Maricopa County; Arizona","67591","12929",
"1400000US04013319709","Census Tract 3197.09; Maricopa County; Arizona","-","**",
"1400000US04013319710","Census Tract 3197.10; Maricopa County; Arizona","76098","13703",
"1400000US04013319801","Census Tract 3198.01; Maricopa County; Arizona","64063","22344",
"1400000US04013319802","Census Tract 3198.02; Maricopa County; Arizona","58223","5205",
"1400000US04013319902","Census Tract 3199.02; Maricopa County; Arizona","63544","9963",
"1400000US04013319903","Census Tract 3199.03; Maricopa County; Arizona","84710","18889",
"1400000US04013319904","Census Tract 3199.04; Maricopa County; Arizona","120370","16569",
"1400000US04013319905","Census Tract 3199.05; Maricopa County; Arizona","95893","20972",
"1400000US04013319906","Census Tract 3199.06; Maricopa County; Arizona","139665","21264",
"1400000US04013319907","Census Tract 3199.07; Maricopa County; Arizona","156558","9834",
"1400000US04013319908","Census Tract 3199.08; Maricopa County; Arizona","83889","16021",
"1400000US04013319909","Census Tract 3199.09; Maricopa County; Arizona","140896","7625",
"1400000US04013319910","Census Tract 3199.10; Maricopa County; Arizona","132318","26416",
"1400000US04013320001","Census Tract 3200.01; Maricopa County; Arizona","68121","6970",
"1400000US04013320002","Census Tract 3200.02; Maricopa County; Arizona","56423","12409",
"1400000US04013320007","Census Tract 3200.07; Maricopa County; Arizona","66528","6072",
"1400000US04013320100","Census Tract 3201; Maricopa County; Arizona","81481","17345",
"1400000US04013420104","Census Tract 4201.04; Maricopa County; Arizona","72372","12922",
"1400000US04013420105","Census Tract 4201.05; Maricopa County; Arizona","106774","16198",
"1400000US04013420107","Census Tract 4201.07; Maricopa County; Arizona","134989","10034",
"1400000US04013420108","Census Tract 4201.08; Maricopa County; Arizona","167188","74374",
"1400000US04013420109","Census Tract 4201.09; Maricopa County; Arizona","107829","37623",
"1400000US04013420110","Census Tract 4201.10; Maricopa County; Arizona","132917","16499",
"1400000US04013420111","Census Tract 4201.11; Maricopa County; Arizona","79632","16735",
"1400000US04013420112","Census Tract 4201.12; Maricopa County; Arizona","103611","23303",
"1400000US04013420113","Census Tract 4201.13; Maricopa County; Arizona","54597","10344",
"1400000US04013420114","Census Tract 4201.14; Maricopa County; Arizona","84694","20903",
"1400000US04013420115","Census Tract 4201.15; Maricopa County; Arizona","54787","11143",
"1400000US04013420116","Census Tract 4201.16; Maricopa County; Arizona","40887","9913",
"1400000US04013420202","Census Tract 4202.02; Maricopa County; Arizona","64909","8016",
"1400000US04013420206","Census Tract 4202.06; Maricopa County; Arizona","52827","7994",
"1400000US04013420207","Census Tract 4202.07; Maricopa County; Arizona","125417","72040",
"1400000US04013420208","Census Tract 4202.08; Maricopa County; Arizona","95570","10849",
"1400000US04013420209","Census Tract 4202.09; Maricopa County; Arizona","63705","5511",
"1400000US04013420210","Census Tract 4202.10; Maricopa County; Arizona","91174","16800",
"1400000US04013420211","Census Tract 4202.11; Maricopa County; Arizona","109120","11786",
"1400000US04013420212","Census Tract 4202.12; Maricopa County; Arizona","92661","25284",
"1400000US04013420213","Census Tract 4202.13; Maricopa County; Arizona","53063","5895",
"1400000US04013420214","Census Tract 4202.14; Maricopa County; Arizona","57388","9958",
"1400000US04013420215","Census Tract 4202.15; Maricopa County; Arizona","117500","14981",
"1400000US04013420216","Census Tract 4202.16; Maricopa County; Arizona","82717","9551",
"1400000US04013420301","Census Tract 4203.01; Maricopa County; Arizona","142000","28524",
"1400000US04013420302","Census Tract 4203.02; Maricopa County; Arizona","142171","34009",
"1400000US04013420303","Census Tract 4203.03; Maricopa County; Arizona","103281","14786",
"1400000US04013420304","Census Tract 4203.04; Maricopa County; Arizona","188125","45003",
"1400000US04013420401","Census Tract 4204.01; Maricopa County; Arizona","56620","13037",
"1400000US04013420402","Census Tract 4204.02; Maricopa County; Arizona","146333","23844",
"1400000US04013420503","Census Tract 4205.03; Maricopa County; Arizona","60549","17431",
"1400000US04013420504","Census Tract 4205.04; Maricopa County; Arizona","78800","6560",
"1400000US04013420505","Census Tract 4205.05; Maricopa County; Arizona","85609","17157",
"1400000US04013420506","Census Tract 4205.06; Maricopa County; Arizona","51966","3307",
"1400000US04013420602","Census Tract 4206.02; Maricopa County; Arizona","101375","23721",
"1400000US04013420603","Census Tract 4206.03; Maricopa County; Arizona","101397","20062",
"1400000US04013420604","Census Tract 4206.04; Maricopa County; Arizona","98851","12887",
"1400000US04013420704","Census Tract 4207.04; Maricopa County; Arizona","90000","16381",
"1400000US04013420705","Census Tract 4207.05; Maricopa County; Arizona","165750","41997",
"1400000US04013420706","Census Tract 4207.06; Maricopa County; Arizona","109276","30795",
"1400000US04013420707","Census Tract 4207.07; Maricopa County; Arizona","55000","9664",
"1400000US04013420708","Census Tract 4207.08; Maricopa County; Arizona","44545","4797",
"1400000US04013420709","Census Tract 4207.09; Maricopa County; Arizona","42537","4866",
"1400000US04013420710","Census Tract 4207.10; Maricopa County; Arizona","48044","11117",
"1400000US04013420800","Census Tract 4208; Maricopa County; Arizona","100588","23345",
"1400000US04013420901","Census Tract 4209.01; Maricopa County; Arizona","71090","11534",
"1400000US04013420902","Census Tract 4209.02; Maricopa County; Arizona","61313","26005",
"1400000US04013421001","Census Tract 4210.01; Maricopa County; Arizona","40152","7354",
"1400000US04013421002","Census Tract 4210.02; Maricopa County; Arizona","48822","12130",
"1400000US04013421101","Census Tract 4211.01; Maricopa County; Arizona","72059","5612",
"1400000US04013421102","Census Tract 4211.02; Maricopa County; Arizona","64659","6851",
"1400000US04013421201","Census Tract 4212.01; Maricopa County; Arizona","68474","16613",
"1400000US04013421202","Census Tract 4212.02; Maricopa County; Arizona","70288","22453",
"1400000US04013421302","Census Tract 4213.02; Maricopa County; Arizona","53192","12004",
"1400000US04013421303","Census Tract 4213.03; Maricopa County; Arizona","62828","7910",
"1400000US04013421304","Census Tract 4213.04; Maricopa County; Arizona","48548","12172",
"1400000US04013421400","Census Tract 4214; Maricopa County; Arizona","41371","3303",
"1400000US04013421501","Census Tract 4215.01; Maricopa County; Arizona","44000","9283",
"1400000US04013421502","Census Tract 4215.02; Maricopa County; Arizona","48141","10375",
"1400000US04013421601","Census Tract 4216.01; Maricopa County; Arizona","55721","12986",
